country,tenure_type,income,year,value
Austria,Rent (subsidized),3rd Quintile,2014,NA
Austria,Rent (subsidized),3rd Quintile,2015,NA
Austria,Rent (subsidized),3rd Quintile,2016,NA
Austria,Rent (subsidized),3rd Quintile,2017,NA
Austria,Rent (subsidized),3rd Quintile,2018,NA
Austria,Rent (subsidized),3rd Quintile,2019,NA
Austria,Rent (subsidized),3rd Quintile,2020,NA
Austria,Rent (subsidized),4th Quintile,2010,NA
Austria,Rent (subsidized),4th Quintile,2011,NA
Austria,Rent (subsidized),4th Quintile,2012,NA
Austria,Rent (subsidized),4th Quintile,2013,NA
Austria,Rent (subsidized),4th Quintile,2014,NA
Austria,Rent (subsidized),4th Quintile,2015,NA
Austria,Rent (subsidized),4th Quintile,2016,NA
Austria,Rent (subsidized),4th Quintile,2017,NA
Austria,Rent (subsidized),4th Quintile,2018,NA
Austria,Rent (subsidized),4th Quintile,2019,NA
Austria,Rent (subsidized),4th Quintile,2020,NA
Austria,Rent (subsidized),Top Quintile,2010,NA
Austria,Rent (subsidized),Top Quintile,2011,NA
Austria,Rent (subsidized),Top Quintile,2012,NA
Austria,Rent (subsidized),Top Quintile,2013,NA
Austria,Rent (subsidized),Top Quintile,2014,NA
Austria,Rent (subsidized),Top Quintile,2015,NA
Austria,Rent (subsidized),Top Quintile,2016,NA
Austria,Rent (subsidized),Top Quintile,2017,NA
Austria,Rent (subsidized),Top Quintile,2018,NA
Austria,Rent (subsidized),Top Quintile,2019,NA
Austria,Rent (subsidized),Top Quintile,2020,NA
Austria,"Other, unknown",Bottom Quintile,2010,0.12928692996501923
Austria,"Other, unknown",Bottom Quintile,2011,0.15822961926460266
Austria,"Other, unknown",Bottom Quintile,2012,0.1385376751422882
Austria,"Other, unknown",Bottom Quintile,2013,0.1343226134777069
Austria,"Other, unknown",Bottom Quintile,2014,0.10957851260900497
Austria,"Other, unknown",Bottom Quintile,2015,0.13331355154514313
Austria,"Other, unknown",Bottom Quintile,2016,0.129768505692482
Austria,"Other, unknown",Bottom Quintile,2017,0.13262702524662018
Austria,"Other, unknown",Bottom Quintile,2018,0.1273290365934372
Austria,"Other, unknown",Bottom Quintile,2019,0.1420629918575287
Austria,"Other, unknown",Bottom Quintile,2020,0.12358725816011429
Austria,"Other, unknown",2nd Quintile,2010,0.10147520154714584
Austria,"Other, unknown",2nd Quintile,2011,0.10531652718782425
Austria,"Other, unknown",2nd Quintile,2012,0.09321220964193344
Austria,"Other, unknown",2nd Quintile,2013,0.0947003960609436
Austria,"Other, unknown",2nd Quintile,2014,0.10832345485687256
Austria,"Other, unknown",2nd Quintile,2015,0.09858185797929764
Austria,"Other, unknown",2nd Quintile,2016,0.10515481233596802
Austria,"Other, unknown",2nd Quintile,2017,0.12011460959911346
Austria,"Other, unknown",2nd Quintile,2018,0.10758555680513382
Austria,"Other, unknown",2nd Quintile,2019,0.08506693691015244
Austria,"Other, unknown",2nd Quintile,2020,0.0917319655418396
Austria,"Other, unknown",3rd Quintile,2010,0.0685495063662529
Austria,"Other, unknown",3rd Quintile,2011,0.08456717431545258
Austria,"Other, unknown",3rd Quintile,2012,0.07677437365055084
Austria,"Other, unknown",3rd Quintile,2013,0.06406296789646149
Austria,"Other, unknown",3rd Quintile,2014,0.07022828608751297
Austria,"Other, unknown",3rd Quintile,2015,0.07816380262374878
Austria,"Other, unknown",3rd Quintile,2016,0.08789442479610443
Austria,"Other, unknown",3rd Quintile,2017,0.08016900718212128
Austria,"Other, unknown",3rd Quintile,2018,0.08933984488248825
Austria,"Other, unknown",3rd Quintile,2019,0.07459798455238342
Austria,"Other, unknown",3rd Quintile,2020,0.07615391910076141
Austria,"Other, unknown",4th Quintile,2010,0.04503696411848068
Austria,"Other, unknown",4th Quintile,2011,0.04928481951355934
Austria,"Other, unknown",4th Quintile,2012,0.048223454505205154
Austria,"Other, unknown",4th Quintile,2013,0.045387525111436844
Austria,"Other, unknown",4th Quintile,2014,0.04120134934782982
Austria,"Other, unknown",4th Quintile,2015,0.054062988609075546
Austria,"Other, unknown",4th Quintile,2016,0.07215739041566849
Austria,"Other, unknown",4th Quintile,2017,0.07372689992189407
Austria,"Other, unknown",4th Quintile,2018,0.0678156167268753
Austria,"Other, unknown",4th Quintile,2019,0.059664707630872726
Austria,"Other, unknown",4th Quintile,2020,0.055690664798021317
Austria,"Other, unknown",Top Quintile,2010,0.027455216273665428
Austria,"Other, unknown",Top Quintile,2011,0.03307299688458443
Austria,"Other, unknown",Top Quintile,2012,0.02630488947033882
Austria,"Other, unknown",Top Quintile,2013,0.027869056910276413
Austria,"Other, unknown",Top Quintile,2014,0.024072177708148956
Austria,"Other, unknown",Top Quintile,2015,0.03123621456325054
Austria,"Other, unknown",Top Quintile,2016,0.04359396547079086
Austria,"Other, unknown",Top Quintile,2017,0.04294374957680702
Austria,"Other, unknown",Top Quintile,2018,0.03924540802836418
Austria,"Other, unknown",Top Quintile,2019,0.03170439228415489
Austria,"Other, unknown",Top Quintile,2020,0.03101636841893196
Belgium,Own outright,Bottom Quintile,2010,0.3523652255535126
Belgium,Own outright,Bottom Quintile,2011,0.3405434787273407
Belgium,Own outright,Bottom Quintile,2012,0.33652275800704956
Belgium,Own outright,Bottom Quintile,2013,0.30999964475631714
Belgium,Own outright,Bottom Quintile,2014,0.2745133638381958
Belgium,Own outright,Bottom Quintile,2015,0.30051809549331665
Belgium,Own outright,Bottom Quintile,2016,0.32912442088127136
Belgium,Own outright,Bottom Quintile,2017,0.33592694997787476
Belgium,Own outright,Bottom Quintile,2018,0.3253958523273468
Belgium,Own outright,Bottom Quintile,2019,0.3337993323802948
Belgium,Own outright,Bottom Quintile,2020,0.3318740427494049
Belgium,Own outright,2nd Quintile,2010,0.4024793803691864
Belgium,Own outright,2nd Quintile,2011,0.3948974013328552
Belgium,Own outright,2nd Quintile,2012,0.4116848409175873
Belgium,Own outright,2nd Quintile,2013,0.4117515981197357
Belgium,Own outright,2nd Quintile,2014,0.41228264570236206
Belgium,Own outright,2nd Quintile,2015,0.40272828936576843
Belgium,Own outright,2nd Quintile,2016,0.43472620844841003
Belgium,Own outright,2nd Quintile,2017,0.42407405376434326
Belgium,Own outright,2nd Quintile,2018,0.41157543659210205
Belgium,Own outright,2nd Quintile,2019,0.3984910249710083
Belgium,Own outright,2nd Quintile,2020,0.40978294610977173
Belgium,Own outright,3rd Quintile,2010,0.2911035716533661
Belgium,Own outright,3rd Quintile,2011,0.35665619373321533
Belgium,Own outright,3rd Quintile,2012,0.3469774127006531
Belgium,Own outright,3rd Quintile,2013,0.3261096477508545
Belgium,Own outright,3rd Quintile,2014,0.33982032537460327
Belgium,Own outright,3rd Quintile,2015,0.3692353069782257
Belgium,Own outright,3rd Quintile,2016,0.3707246780395508
Belgium,Own outright,3rd Quintile,2017,0.359703928232193
Belgium,Own outright,3rd Quintile,2018,0.333137184381485
Belgium,Own outright,3rd Quintile,2019,0.31441792845726013
Belgium,Own outright,3rd Quintile,2020,0.2970614731311798
Belgium,Own outright,4th Quintile,2010,0.30754029750823975
Belgium,Own outright,4th Quintile,2011,0.28272444009780884
Belgium,Own outright,4th Quintile,2012,0.28395700454711914
Belgium,Own outright,4th Quintile,2013,0.28772932291030884
Belgium,Own outright,4th Quintile,2014,0.2907029986381531
Belgium,Own outright,4th Quintile,2015,0.28786948323249817
Belgium,Own outright,4th Quintile,2016,0.28456181287765503
Belgium,Own outright,4th Quintile,2017,0.32246142625808716
Belgium,Own outright,4th Quintile,2018,0.2962123453617096
Belgium,Own outright,4th Quintile,2019,0.2753147780895233
Belgium,Own outright,4th Quintile,2020,0.26223796606063843
Belgium,Own outright,Top Quintile,2010,0.32994940876960754
Belgium,Own outright,Top Quintile,2011,0.3069932162761688
Belgium,Own outright,Top Quintile,2012,0.3006269037723541
Belgium,Own outright,Top Quintile,2013,0.3290949761867523
Belgium,Own outright,Top Quintile,2014,0.32832786440849304
Belgium,Own outright,Top Quintile,2015,0.3122473657131195
Belgium,Own outright,Top Quintile,2016,0.3277851343154907
Belgium,Own outright,Top Quintile,2017,0.31478896737098694
Belgium,Own outright,Top Quintile,2018,0.3168402314186096
Belgium,Own outright,Top Quintile,2019,0.3309018313884735
Belgium,Own outright,Top Quintile,2020,0.3141233026981354
Belgium,Owner with mortgage,Bottom Quintile,2010,0.08698184788227081
Belgium,Owner with mortgage,Bottom Quintile,2011,0.0832493007183075
Belgium,Owner with mortgage,Bottom Quintile,2012,0.0888066440820694
Belgium,Owner with mortgage,Bottom Quintile,2013,0.09810402989387512
Belgium,Owner with mortgage,Bottom Quintile,2014,0.09945233166217804
Belgium,Owner with mortgage,Bottom Quintile,2015,0.09087701886892319
Belgium,Owner with mortgage,Bottom Quintile,2016,0.08879875391721725
Belgium,Owner with mortgage,Bottom Quintile,2017,0.08298437297344208
Belgium,Owner with mortgage,Bottom Quintile,2018,0.07694826275110245
Belgium,Owner with mortgage,Bottom Quintile,2019,0.07777497917413712
Belgium,Owner with mortgage,Bottom Quintile,2020,0.07361581176519394
Belgium,Owner with mortgage,2nd Quintile,2010,0.19687417149543762
Belgium,Owner with mortgage,2nd Quintile,2011,0.19659079611301422
Belgium,Owner with mortgage,2nd Quintile,2012,0.20697171986103058
Belgium,Owner with mortgage,2nd Quintile,2013,0.21286512911319733
Belgium,Owner with mortgage,2nd Quintile,2014,0.19314898550510406
Belgium,Owner with mortgage,2nd Quintile,2015,0.19940710067749023
Belgium,Owner with mortgage,2nd Quintile,2016,0.17129860818386078
Belgium,Owner with mortgage,2nd Quintile,2017,0.2112628072500229
Belgium,Owner with mortgage,2nd Quintile,2018,0.21867981553077698
Belgium,Owner with mortgage,2nd Quintile,2019,0.19719822704792023
Belgium,Owner with mortgage,2nd Quintile,2020,0.20039337873458862
Belgium,Owner with mortgage,3rd Quintile,2010,0.400288462638855
Belgium,Owner with mortgage,3rd Quintile,2011,0.39388829469680786
Belgium,Owner with mortgage,3rd Quintile,2012,0.389614075422287
Belgium,Owner with mortgage,3rd Quintile,2013,0.3875521123409271
Belgium,Owner with mortgage,3rd Quintile,2014,0.39190173149108887
Belgium,Owner with mortgage,3rd Quintile,2015,0.36513862013816833
Belgium,Owner with mortgage,3rd Quintile,2016,0.34819352626800537
Belgium,Owner with mortgage,3rd Quintile,2017,0.3881588876247406
Belgium,Owner with mortgage,3rd Quintile,2018,0.3968309164047241
Belgium,Owner with mortgage,3rd Quintile,2019,0.4076448678970337
Belgium,Owner with mortgage,3rd Quintile,2020,0.41844555735588074
Belgium,Owner with mortgage,4th Quintile,2010,0.48880207538604736
Belgium,Owner with mortgage,4th Quintile,2011,0.5311874747276306
Belgium,Owner with mortgage,4th Quintile,2012,0.54579097032547
Belgium,Owner with mortgage,4th Quintile,2013,0.5360385775566101
Belgium,Owner with mortgage,4th Quintile,2014,0.5338882803916931
Belgium,Owner with mortgage,4th Quintile,2015,0.5266706943511963
Belgium,Owner with mortgage,4th Quintile,2016,0.550369381904602
Belgium,Owner with mortgage,4th Quintile,2017,0.5321742296218872
Belgium,Owner with mortgage,4th Quintile,2018,0.5590171217918396
Belgium,Owner with mortgage,4th Quintile,2019,0.5683900713920593
Belgium,Owner with mortgage,4th Quintile,2020,0.5763933658599854
Belgium,Owner with mortgage,Top Quintile,2010,0.5311844348907471
Belgium,Owner with mortgage,Top Quintile,2011,0.5505185127258301
Belgium,Owner with mortgage,Top Quintile,2012,0.5703709721565247
Belgium,Owner with mortgage,Top Quintile,2013,0.5705828070640564
Belgium,Owner with mortgage,Top Quintile,2014,0.5697568655014038
Belgium,Owner with mortgage,Top Quintile,2015,0.5642469525337219
Belgium,Owner with mortgage,Top Quintile,2016,0.5476711988449097
Belgium,Owner with mortgage,Top Quintile,2017,0.5477243065834045
Belgium,Owner with mortgage,Top Quintile,2018,0.5721125602722168
Belgium,Owner with mortgage,Top Quintile,2019,0.5473592877388
Belgium,Owner with mortgage,Top Quintile,2020,0.5689382553100586
Belgium,Rent (private),Bottom Quintile,2010,0.3337346315383911
Belgium,Rent (private),Bottom Quintile,2011,0.34767985343933105
Belgium,Rent (private),Bottom Quintile,2012,0.3502363860607147
Belgium,Rent (private),Bottom Quintile,2013,0.363431841135025
Belgium,Rent (private),Bottom Quintile,2014,0.3942791521549225
Belgium,Rent (private),Bottom Quintile,2015,0.37301522493362427
Belgium,Rent (private),Bottom Quintile,2016,0.3711142838001251
Belgium,Rent (private),Bottom Quintile,2017,0.3546009957790375
Belgium,Rent (private),Bottom Quintile,2018,0.363371342420578
Belgium,Rent (private),Bottom Quintile,2019,0.35320061445236206
Belgium,Rent (private),Bottom Quintile,2020,0.36354508996009827
Belgium,Rent (private),2nd Quintile,2010,0.2798061966896057
Belgium,Rent (private),2nd Quintile,2011,0.283039391040802
Belgium,Rent (private),2nd Quintile,2012,0.2593567967414856
Belgium,Rent (private),2nd Quintile,2013,0.25037774443626404
Belgium,Rent (private),2nd Quintile,2014,0.2764359414577484
Belgium,Rent (private),2nd Quintile,2015,0.28069838881492615
Belgium,Rent (private),2nd Quintile,2016,0.2873883545398712
Belgium,Rent (private),2nd Quintile,2017,0.2559489607810974
Belgium,Rent (private),2nd Quintile,2018,0.2623266577720642
Belgium,Rent (private),2nd Quintile,2019,0.2857607901096344
Belgium,Rent (private),2nd Quintile,2020,0.26319918036460876
Belgium,Rent (private),3rd Quintile,2010,0.2301940768957138
Belgium,Rent (private),3rd Quintile,2011,0.1822981834411621
Belgium,Rent (private),3rd Quintile,2012,0.1944507509469986
Belgium,Rent (private),3rd Quintile,2013,0.23118247091770172
Belgium,Rent (private),3rd Quintile,2014,0.2193870097398758
Belgium,Rent (private),3rd Quintile,2015,0.21872813999652863
Belgium,Rent (private),3rd Quintile,2016,0.2347433865070343
Belgium,Rent (private),3rd Quintile,2017,0.19060967862606049
Belgium,Rent (private),3rd Quintile,2018,0.21381579339504242
Belgium,Rent (private),3rd Quintile,2019,0.22028198838233948
Belgium,Rent (private),3rd Quintile,2020,0.22740615904331207
Belgium,Rent (private),4th Quintile,2010,0.15720678865909576
Belgium,Rent (private),4th Quintile,2011,0.13538357615470886
Belgium,Rent (private),4th Quintile,2012,0.13844001293182373
Belgium,Rent (private),4th Quintile,2013,0.13833987712860107
Belgium,Rent (private),4th Quintile,2014,0.14487382769584656
Belgium,Rent (private),4th Quintile,2015,0.15577226877212524
Belgium,Rent (private),4th Quintile,2016,0.13188359141349792
Belgium,Rent (private),4th Quintile,2017,0.1141057088971138
Belgium,Rent (private),4th Quintile,2018,0.12116366624832153
Belgium,Rent (private),4th Quintile,2019,0.13072367012500763
Belgium,Rent (private),4th Quintile,2020,0.1420314610004425
Belgium,Rent (private),Top Quintile,2010,0.12781573832035065
Belgium,Rent (private),Top Quintile,2011,0.1161135658621788
Belgium,Rent (private),Top Quintile,2012,0.10393302142620087
Belgium,Rent (private),Top Quintile,2013,0.08075734972953796
Belgium,Rent (private),Top Quintile,2014,0.07826457917690277
Belgium,Rent (private),Top Quintile,2015,0.10910175740718842
Belgium,Rent (private),Top Quintile,2016,0.10328694432973862
Belgium,Rent (private),Top Quintile,2017,0.1191333681344986
Belgium,Rent (private),Top Quintile,2018,0.09236198663711548
Belgium,Rent (private),Top Quintile,2019,0.10659850388765335
Belgium,Rent (private),Top Quintile,2020,0.09862333536148071
Belgium,Rent (subsidized),Bottom Quintile,2010,0.20033375918865204
Belgium,Rent (subsidized),Bottom Quintile,2011,0.20794999599456787
Belgium,Rent (subsidized),Bottom Quintile,2012,0.19704605638980865
Belgium,Rent (subsidized),Bottom Quintile,2013,0.19936056435108185
Belgium,Rent (subsidized),Bottom Quintile,2014,0.19765514135360718
Belgium,Rent (subsidized),Bottom Quintile,2015,0.20200347900390625
Belgium,Rent (subsidized),Bottom Quintile,2016,0.18686683475971222
Belgium,Rent (subsidized),Bottom Quintile,2017,0.1966850906610489
Belgium,Rent (subsidized),Bottom Quintile,2018,0.20884168148040771
Belgium,Rent (subsidized),Bottom Quintile,2019,0.20910826325416565
Belgium,Rent (subsidized),Bottom Quintile,2020,0.20423494279384613
Belgium,Rent (subsidized),2nd Quintile,2010,0.10349607467651367
Belgium,Rent (subsidized),2nd Quintile,2011,0.10532351583242416
Belgium,Rent (subsidized),2nd Quintile,2012,0.10928550362586975
Belgium,Rent (subsidized),2nd Quintile,2013,0.11084189265966415
Belgium,Rent (subsidized),2nd Quintile,2014,0.10157650709152222
Belgium,Rent (subsidized),2nd Quintile,2015,0.10137776285409927
Belgium,Rent (subsidized),2nd Quintile,2016,0.09280110150575638
Belgium,Rent (subsidized),2nd Quintile,2017,0.0916392058134079
Belgium,Rent (subsidized),2nd Quintile,2018,0.08995909243822098
Belgium,Rent (subsidized),2nd Quintile,2019,0.09334976971149445
Belgium,Rent (subsidized),2nd Quintile,2020,0.10443763434886932
Belgium,Rent (subsidized),3rd Quintile,2010,0.06066347286105156
